,,
code,code_sub,QSBIO_err_prob
3mdr_2,3mdr,2.8
5am5_1,5am5,25
3rir_1,3rir,7.4
3fkk_2,3fkk,4.4
3fkk_1,3fkk,70.3
1u4f_1,1u4f,79.5
1u4f_2,1u4f,7.7
2zhr_1,2zhr,1.6
2zhr_2,2zhr,1.6
1hdu_1,1hdu,1.6
1hdu_3,1hdu,1.6
1hdu_2,1hdu,1.6
1hdu_4,1hdu,1.6
2xlq_1,2xlq,19.4
2xlq_2,2xlq,24
3s5a_1,3s5a,12.3
1pwu_2,1pwu,19.4
1pwu_1,1pwu,19.4
5cs2_1,5cs2,70.3
1rke_1,1rke,4.5
5hgg_1,5hgg,NA
2y8s_1,2y8s,4.8
2y8s_2,2y8s,4.8
3sk4_1,3sk4,1.6
4nl4_1,4nl4,1.6
4xeo_2,4xeo,1.6
4xeo_1,4xeo,1.6
4wot_2,4wot,43.2
4wot_1,4wot,43.2
3q0e_1,3q0e,3.5
3th5_2,3th5,1.6
3th5_1,3th5,1.6
5i1p_1,5i1p,NA
3nqd_1,3nqd,3.5
5aiq_2,5aiq,15.4
5aiq_1,5aiq,15.4
4y4q_1,4y4q,28.6
4y4q_2,4y4q,28.6
2awh_1,2awh,70.3
3h42_1,3h42,NA
1jv3_1,1jv3,7.4
1a3b_1,1a3b,4.5
4alv_1,4alv,1.6
3t64_1,3t64,3
3t64_2,3t64,3
1npc_1,1npc,1.6
5pah_1,5pah,1.6
1x76_1,1x76,3.5
4r2w_1,4r2w,3
3ere_2,3ere,94.7
3ere_1,3ere,70.3
1byg_1,1byg,1.6
4hp0_1,4hp0,1.6
4k4q_1,4k4q,3.5
2cge_1,2cge,3
4wbp_1,4wbp,15.4
4hff_2,4hff,7.6
4hff_1,4hff,88.6
3s7k_2,3s7k,52.6
3s7k_1,3s7k,52.6
4e2k_1,4e2k,1.6
4lsm_1,4lsm,91.5
4lsm_2,4lsm,3
5bq8_1,5bq8,70.3
5bq8_2,5bq8,70.3
1vyh_1,1vyh,40.5
1vyh_5,1vyh,40.5
1vyh_3,1vyh,40.5
1vyh_2,1vyh,40.5
1vyh_4,1vyh,40.5
3oqv_1,3oqv,1.6
5dzu_1,5dzu,70.3
2ic3_1,2ic3,2.3
1jwx_1,1jwx,3.5
2a9o_1,2a9o,25
4m9w_1,4m9w,28.6
4m9w_2,4m9w,28.6
2byn_1,2byn,3
3nko_1,3nko,1.6
1yu5_1,1yu5,2.8
1nn7_1,1nn7,7.7
1nn7_2,1nn7,91.5
4kha_1,4kha,4.5
3qj7_1,3qj7,3.5
3qj7_2,3qj7,3.5
4iyo_1,4iyo,7.7
4j09_1,4j09,3
3s9g_1,3s9g,7.4
3kjm_1,3kjm,1.6
3qg7_1,3qg7,NA
2qja_1,2qja,0
4zjv_2,4zjv,37.9
4zjv_1,4zjv,37.9
2o12_1,2o12,91.5
2o12_2,2o12,3
3on0_1,3on0,NA
3r5x_1,3r5x,14.3
3r5x_2,3r5x,14.3
3tu4_1,3tu4,40.5
3tu4_2,3tu4,10.6
3tu4_3,3tu4,94.7
3tu4_4,3tu4,94.7
4naw_1,4naw,40.5
4naw_4,4naw,40.5
4naw_2,4naw,40.5
4naw_3,4naw,40.5
4jw3_1,4jw3,37.9
4jw3_2,4jw3,37.9
4c8i_1,4c8i,3
1xuc_2,1xuc,25
1xuc_1,1xuc,25
1oph_1,1oph,4.8
1oph_2,1oph,10.6
2bwk_1,2bwk,1.6
1ey6_1,1ey6,2.8
1pg3_1,1pg3,1.6
1pg3_2,1pg3,1.6
5cv1_1,5cv1,14.3
3i5v_4,3i5v,1.6
3i5v_2,3i5v,1.6
3i5v_3,3i5v,1.6
3i5v_1,3i5v,1.6
3c1n_3,3c1n,91.5
3c1n_2,3c1n,91.5
3c1n_1,3c1n,3
3hco_1,3hco,3.5
4qf6_1,4qf6,7.5
4qf6_2,4qf6,7.5
4qf6_3,4qf6,7.5
1xx6_1,1xx6,94
1xx6_2,1xx6,7.7
1fzm_1,1fzm,NA
4rq8_1,4rq8,1.6
4ffb_1,4ffb,40.5
2c62_1,2c62,7.4
1jf6_1,1jf6,15.4
3llz_1,3llz,7.7
3llz_3,3llz,48.3
3llz_2,3llz,48.3
4q2q_1,4q2q,7.4
2p4h_1,2p4h,1.6
3zhk_1,3zhk,70.3
1s83_1,1s83,1.6
2q00_2,2q00,74.9
2q00_1,2q00,74.9
3ome_1,3ome,7.7
3fyu_1,3fyu,7.7
3fyu_2,3fyu,7.7
1q8i_1,1q8i,2.8
3oem_1,3oem,1.6
4eiz_2,4eiz,NA
4eiz_1,4eiz,NA
2r7v_1,2r7v,2.8
3d6y_1,3d6y,7.4
4mba_1,4mba,1.6
4o0i_1,4o0i,1.6
2d2d_1,2d2d,3.5
1r9g_2,1r9g,1.6
1r9g_1,1r9g,1.6
3hn1_1,3hn1,1.6
3a1h_1,3a1h,NA
3a1h_2,3a1h,NA
1id0_1,1id0,1.6
1iec_1,1iec,3.5
2x1h_2,2x1h,94.7
2x1h_1,2x1h,94.7
3ft2_1,3ft2,NA
2rd1_4,2rd1,10.5
2rd1_2,2rd1,48.3
2rd1_3,2rd1,48.3
2rd1_5,2rd1,10.5
2rd1_1,2rd1,48.3
3iau_1,3iau,94.7
3iau_2,3iau,94.7
3dpt_3,3dpt,70.3
3dpt_2,3dpt,70.3
3dpt_1,3dpt,10.5
4xhg_1,4xhg,1.6
1r5l_1,1r5l,1.6
1gdi_1,1gdi,12.3
5cav_1,5cav,1.6
4fsa_1,4fsa,3.5
2pk6_1,2pk6,3.5
3koh_1,3koh,12.3
3koh_2,3koh,12.3
4e92_2,4.00E+92,12.3
4e92_3,4.00E+92,10.5
4e92_1,4.00E+92,12.3
1m9f_1,1m9f,4.5
1m9f_2,1m9f,4.5
1jio_1,1jio,1.6
4zxx_1,4zxx,4.8
3qsr_1,3qsr,3.5
1h4k_1,1h4k,1.6
4nke_1,4nke,3.5
1b4n_1,1b4n,24
1xtb_1,1xtb,3.5
3x1t_1,3x1t,40.5
3a1w_1,3a1w,1.6
4ehi_2,4ehi,91.5
4ehi_1,4ehi,3.5
3dhv_1,3dhv,1.6
4e27_1,4.00E+27,4.4
1pl3_2,1pl3,12.3
1pl3_1,1pl3,12.3
3wwm_1,3wwm,3.5
2fbb_1,2fbb,12.3
4y43_1,4y43,1.6
1bot_1,1bot,72.5
1bot_2,1bot,72.5
4wkh_1,4wkh,28.6
3azl_1,3azl,10.6
4md9_1,4md9,7.6
4md9_2,4md9,7.6
4md9_3,4md9,7.6
4md9_4,4md9,7.6
1uu3_1,1uu3,12.3
5aes_1,5aes,3.5
1mx6_1,1mx6,1.6
1mx6_2,1mx6,1.6
2yer_1,2yer,1.6
4ijk_1,4ijk,3
1djt_1,1djt,70.3
2wb1_1,2wb1,7.6
2wb1_2,2wb1,7.6
2iyl_1,2iyl,1.6
1chh_1,1chh,70.3
4ng2_1,4ng2,40.5
4ng2_4,4ng2,40.5
4ng2_2,4ng2,40.5
4ng2_3,4ng2,40.5
3fqa_1,3fqa,3.5
4es5_3,4es5,12.3
4es5_2,4es5,12.3
4es5_4,4es5,12.3
4es5_1,4es5,12.3
2hcd_1,2hcd,12.3
2hcd_2,2hcd,10.5
3hj3_1,3hj3,3.5
3hj3_2,3hj3,3.5
1lf6_1,1lf6,1.6
1lf6_2,1lf6,1.6
3fw7_1,3fw7,1.6
4ypt_2,4ypt,59.1
4ypt_1,4ypt,12.3
4a2y_1,4a2y,1.6
4a2y_2,4a2y,1.6
1kh2_1,1kh2,7.7
2ih5_1,2ih5,2.8
3fq0_1,3fq0,1.6
3oyq_1,3oyq,1.6
1dli_1,1dli,3.5
4z7r_1,4z7r,15.4
4zlw_1,4zlw,0
1eps_1,1eps,1.6
2vk9_1,2vk9,1.6
4ixc_1,4ixc,1.6
3v99_2,3v99,1.6
3v99_1,3v99,1.6
3siz_1,3siz,3.5
4pt6_2,4pt6,1.6
4pt6_1,4pt6,1.6
1qox_2,1qox,59.1
1qox_1,1qox,59.1
3h1w_1,3h1w,1.6
1eb4_1,1eb4,3
5eo9_1,5eo9,NA
3mdm_1,3mdm,2.8
1jaz_1,1jaz,7.7
3fz5_1,3fz5,3.5
3fz5_2,3fz5,3.5
4pjy_1,4pjy,2.8
3swr_1,3swr,1.6
1b3k_2,1b3k,1.6
1b3k_3,1b3k,1.6
1b3k_4,1b3k,1.6
1b3k_1,1b3k,1.6
4ape_1,4ape,1.6
2rhr_1,2rhr,3
4plm_1,4plm,25
4plm_2,4plm,7.4
3b5y_2,3b5y,NA
3b5y_1,3b5y,NA
4p77_1,4p77,3.5
4ydl_1,4ydl,NA
4ydl_2,4ydl,NA
3mtv_1,3mtv,7.4
4lyy_1,4lyy,3
2fch_2,2fch,12.3
2fch_12,2fch,70.3
2fch_10,2fch,59.1
2fch_4,2fch,12.3
2fch_8,2fch,24
2fch_9,2fch,70.3
2fch_3,2fch,12.3
2fch_11,2fch,70.3
2fch_5,2fch,12.3
2fch_7,2fch,12.3
2fch_6,2fch,12.3
2fch_1,2fch,12.3
1bu2_1,1bu2,2.8
4dqs_1,4dqs,1.6
4xpt_1,4xpt,NA
4ag4_1,4ag4,NA
1cbw_1,1cbw,40.5
1cbw_2,1cbw,40.5
1cbw_3,1cbw,7.6
7ics_1,7ics,1.6
3zfo_1,3zfo,1.6
4bsi_1,4bsi,0
1hxn_1,1hxn,2.8
4y3k_1,4y3k,1.6
4y3k_2,4y3k,1.6
2j0s_1,2j0s,10.6
4wpu_1,4wpu,1.6
3ucu_1,3ucu,1.6
1zim_1,1zim,4.4
2z67_5,2z67,91.5
2z67_1,2z67,3
2z67_4,2z67,91.5
2z67_3,2z67,91.5
2z67_2,2z67,91.5
4afe_1,4afe,1.6
3eof_1,3eof,3.5
4agg_1,4agg,59.1
4qbj_1,4qbj,1.6
4k4u_2,4k4u,1.6
4k4u_1,4k4u,1.6
3cll_1,3cll,3
1sgv_2,1sgv,1.6
1sgv_1,1sgv,1.6
1cz0_1,1cz0,7.4
3gw3_1,3gw3,3.5
3rsw_1,3rsw,1.6
3rsw_2,3rsw,1.6
3mow_1,3mow,1.6
1nl4_1,1nl4,2.3
4kcl_1,4kcl,3.5
3rrk_1,3rrk,2.8
2dsx_1,2dsx,1.6
4l3u_1,4l3u,2.8
3bir_1,3bir,1.6
1ve4_1,1ve4,94.7
1xr9_1,1xr9,NA
2mgi_1,2mgi,1.6
2git_1,2git,NA
2git_2,2git,NA
1l06_1,1l06,1.6
1a9p_1,1a9p,3
3uot_2,3uot,1.6
3uot_1,3uot,1.6
4bai_1,4bai,3
4hzo_1,4hzo,7.4
3l23_1,3l23,25
3l23_2,3l23,7.4
4m72_1,4m72,7.4
4ueg_1,4ueg,24
3u5s_1,3u5s,3.5
1kh8_1,1kh8,12.3
4f2l_2,4f2l,10.5
4f2l_1,4f2l,19.4
3ae2_1,3ae2,0
3lez_2,3lez,10.5
3lez_1,3lez,25
2p5k_1,2p5k,2.8
3ehw_2,3ehw,3
3ehw_1,3ehw,3
2pvz_1,2pvz,3.5
5cm8_1,5cm8,4.8
3ivf_1,3ivf,2.8
4rfv_1,4rfv,15.4
4n7j_1,4n7j,3.5
2x6x_1,2x6x,4.4
2vn0_1,2vn0,1.6
1h84_2,1h84,43.2
1h84_1,1h84,43.2
5cbs_2,5cbs,14.3
5cbs_1,5cbs,14.3
4oqm_1,4oqm,3.5
3ier_1,3ier,1.6
3fen_2,3fen,12.3
3fen_1,3fen,12.3
4mne_2,4mne,15.7
4mne_1,4mne,15.7
4lhv_1,4lhv,1.6
4lhv_5,4lhv,1.6
4lhv_3,4lhv,1.6
4lhv_2,4lhv,1.6
4lhv_4,4lhv,1.6
4mok_1,4mok,3
4b22_1,4b22,12.3
1ubt_1,1ubt,2.3
4c52_1,4c52,43.2
1a33_1,1a33,1.6
4nbd_1,4nbd,40.5
4pvl_1,4pvl,7.7
3w86_1,3w86,15.4
2a65_2,2a65,10.5
2a65_1,2a65,12.3
4ewi_3,4ewi,24
4ewi_2,4ewi,12.3
4ewi_1,4ewi,12.3
4xdq_1,4xdq,1.6
4orj_1,4orj,10.5
1cvc_1,1cvc,1.6
3bwn_2,3bwn,10.5
3bwn_3,3bwn,10.5
3bwn_1,3bwn,10.5
3pos_1,3pos,1.6
3pos_2,3pos,1.6
3pos_3,3pos,1.6
1ggk_1,1ggk,3
5c7n_1,5c7n,1.6
4avj_2,4avj,1.6
4avj_1,4avj,1.6
1flp_1,1flp,12.3
3bd4_2,3bd4,94.7
3bd4_3,3bd4,70.3
3bd4_1,3bd4,94.7
3ufs_1,3ufs,3.5
3t2v_1,3t2v,59.1
3t16_1,3t16,1.6
3sz5_1,3sz5,7.7
1els_1,1els,3.5
4z44_1,4z44,15.4
3gbb_1,3gbb,1.6
3gbb_2,3gbb,1.6
2xgu_1,2xgu,70.3
2buj_1,2buj,25
2buj_2,2buj,25
1jzn_2,1jzn,59.1
1jzn_1,1jzn,24
3ryj_1,3ryj,1.6
4xxh_1,4xxh,3.5
4po3_1,4po3,2.8
1dlu_1,1dlu,7.7
4qj2_1,4qj2,15.4
4qj2_2,4qj2,15.4
4gn1_3,4gn1,1.6
4gn1_2,4gn1,1.6
4gn1_4,4gn1,1.6
4gn1_1,4gn1,1.6
3jxw_1,3jxw,1.6
2v0o_1,2v0o,3.5
2v0o_2,2v0o,3.5
2v5o_1,2v5o,2.8
1tbq_2,1tbq,40.5
1tbq_1,1tbq,40.5
1xu4_1,1xu4,1.6
4i6j_1,4i6j,7.6
1sxk_1,1sxk,1.6
1m79_2,1m79,1.6
1m79_1,1m79,1.6
3vm4_1,3vm4,1.6
1xqj_1,1xqj,1.6
2tpi_1,2tpi,2.3
2cpo_1,2cpo,2.8
2y9u_1,2y9u,1.6
4a3p_1,4a3p,1.6
2z0r_2,2z0r,70.3
2z0r_3,2z0r,70.3
2z0r_4,2z0r,70.3
2z0r_8,2z0r,59.1
2z0r_6,2z0r,70.3
2z0r_1,2z0r,70.3
2z0r_7,2z0r,59.1
2z0r_5,2z0r,70.3
3my7_2,3my7,3.5
3my7_1,3my7,3.5
4ai1_1,4ai1,1.6
1sy0_1,1sy0,12.3
1isy_1,1isy,70.3
2cg4_1,2cg4,3
1bt6_2,1bt6,NA
1bt6_1,1bt6,15.4
4dao_1,4dao,3
1qfy_2,1qfy,1.6
1qfy_1,1qfy,1.6
3bqa_1,3bqa,25
3bqa_2,3bqa,25
4d4b_1,4d4b,1.6
4d4b_2,4d4b,1.6
5af1_1,5af1,7.5
5af1_2,5af1,7.5
2dwi_1,2dwi,1.6
2ymz_3,2ymz,3.5
2ymz_2,2ymz,3.5
2ymz_1,2ymz,3.5
4g99_1,4g99,1.6
1fso_1,1fso,25
3rq9_1,3rq9,7.4
4u9b_1,4u9b,2.8
3rpo_1,3rpo,1.6
2nm0_1,2nm0,3
3uwe_1,3uwe,1.6
1k98_1,1k98,2.8
1x0m_2,1x0m,3.5
1x0m_1,1x0m,94.7
1dg9_1,1dg9,1.6
4u7l_1,4u7l,1.6
1t2e_1,1t2e,3
3heb_1,3heb,7.4
2bqq_1,2bqq,10.5
1yei_3,1yei,NA
1yei_2,1yei,NA
1yei_4,1yei,NA
1yei_1,1yei,NA
1vlm_1,1vlm,12.3
1vlm_2,1vlm,12.3
1hd3_1,1hd3,1.6
3v45_1,3v45,12.3
2vgu_1,2vgu,3.5
3zyk_1,3zyk,28.6
3zyk_2,3zyk,28.6
5ayy_2,5ayy,0
5ayy_1,5ayy,0
3v43_1,3v43,1.6
2ejk_1,2ejk,15.4
4ei4_1,4ei4,28.6
4ei4_2,4ei4,28.6
4g37_1,4g37,1.6
4g37_2,4g37,1.6
4m03_1,4m03,7.4
1pw4_1,1pw4,19.4
3w1m_1,3w1m,3.5
1cd8_1,1cd8,3.5
3uax_1,3uax,3
1h12_1,1h12,1.6
4jgc_1,4jgc,1.6
1no6_1,1no6,1.6
3fm6_1,3fm6,1.6
1hc7_1,1hc7,3.5
1hc7_2,1hc7,3.5
1ijg_1,1ijg,4.4
2vrm_1,2vrm,3.5
4a09_1,4a09,9.2
3pxz_1,3pxz,1.6
4udm_1,4udm,52.6
5alb_1,5alb,NA
4piw_1,4piw,3.5
4piw_2,4piw,3.5
4piw_3,4piw,3.5
4piw_4,4piw,3.5
3zdq_1,3zdq,10.5
2i7q_1,2i7q,94.7
1dqv_1,1dqv,12.3
1dqv_2,1dqv,24
5fa2_2,5fa2,1.6
5fa2_1,5fa2,1.6
1xme_1,1xme,7.6
4jk4_2,4jk4,1.6
4jk4_1,4jk4,1.6
1mjt_1,1mjt,3.5
2ahd_2,2ahd,74.9
2ahd_3,2ahd,74.9
2ahd_4,2ahd,74.9
2ahd_1,2ahd,74.9
2ahd_5,2ahd,4.4
1lhn_1,1lhn,43.2
2p9a_1,2p9a,1.6
4f4i_2,4f4i,3.5
4f4i_1,4f4i,91.5
4l0t_2,4l0t,4.5
4l0t_1,4l0t,4.5
3f9f_1,3f9f,3.5
3n6m_1,3n6m,1.6
4u7a_1,4u7a,2.8
2i34_1,2i34,3.5
4pvk_1,4pvk,1.6
4b3h_1,4b3h,15.7
5bsy_1,5bsy,15.4
3kfp_1,3kfp,15.4
4mb5_1,4mb5,19.4
2nuo_1,2nuo,7.4
1tjp_1,1tjp,0
3rsy_1,3rsy,3.5
2zcw_1,2zcw,3.5
1mu5_1,1mu5,2.8
3cei_1,3cei,3.5
4rzk_1,4rzk,15.4
1jsx_1,1jsx,28.6
3hql_1,3hql,2.8
3hql_2,3hql,2.8
3n18_1,3n18,1.6
2pfp_1,2pfp,1.6
1iic_2,1iic,1.6
1iic_1,1iic,1.6
2ge8_4,2ge8,3.5
2ge8_2,2ge8,3.5
2ge8_3,2ge8,3.5
2ge8_1,2ge8,3.5
3v64_1,3v64,40.5
3f0u_1,3f0u,1.6
2xz3_1,2xz3,4.4
1e24_1,1.00E+24,3.5
1jse_1,1jse,1.6
2yv9_1,2yv9,43.2
4gf8_1,4gf8,1.6
4zut_1,4zut,NA
3ngt_5,3ngt,10.5
3ngt_7,3ngt,100
3ngt_6,3ngt,10.5
3ngt_1,3ngt,98.1
3ngt_4,3ngt,10.5
3ngt_8,3ngt,10.5
3ngt_3,3ngt,10.5
3ngt_2,3ngt,0
3rrl_1,3rrl,0
1fyz_1,1fyz,0
1fup_1,1fup,3
4w1p_1,4w1p,1.6
1gdj_1,1gdj,12.3
2zrj_1,2zrj,1.6
3h0z_1,3h0z,1.6
3h0z_3,3h0z,1.6
3h0z_2,3h0z,1.6
1e5k_1,1e5k,2.8
3iqa_1,3iqa,1.6
3rmn_1,3rmn,52.6
2gpy_1,2gpy,3.5
1yom_1,1yom,1.6
1yom_2,1yom,1.6
1cf3_1,1cf3,1.6
2vgw_1,2vgw,3.5
4xza_1,4xza,70.3
1ouv_1,1ouv,2.8
2z1t_1,2z1t,3.5
2ghp_1,2ghp,59.1
2ghp_2,2ghp,59.1
4hcb_2,4hcb,25
4hcb_1,4hcb,25
4bgw_1,4bgw,0
2pux_1,2pux,0
2vir_1,2vir,NA
1xpt_1,1xpt,1.6
1xpt_2,1xpt,1.6
3djk_1,3djk,3.5
4j7q_1,4j7q,74.9
4j7q_3,4j7q,7.4
4j7q_2,4j7q,74.9
3l7a_1,3l7a,3.5
5aag_1,5aag,1.6
3lem_2,3lem,10.5
3lem_1,3lem,48.3
4cr5_1,4cr5,70.3
1q87_2,1q87,19.4
1q87_1,1q87,19.4
4gqq_1,4gqq,1.6
4hz8_1,4hz8,1.6
2bwu_1,2bwu,98.1
1ku9_1,1ku9,7.4
2vr8_1,2vr8,15.4
5ca2_1,5ca2,1.6
1he9_1,1he9,10.5
1c2f_1,1c2f,1.6
3i36_1,3i36,1.6
1p9q_1,1p9q,1.6
5fe8_1,5fe8,1.6
5fe8_2,5fe8,1.6
4he2_1,4he2,7.7
3f6s_4,3f6s,1.6
3f6s_2,3f6s,1.6
3f6s_3,3f6s,1.6
3f6s_6,3f6s,1.6
3f6s_7,3f6s,1.6
3f6s_5,3f6s,1.6
3f6s_1,3f6s,1.6
3f6s_8,3f6s,1.6
2nnh_1,2nnh,1.6
2nnh_2,2nnh,1.6
2nnh_3,2nnh,70.3
4gme_1,4gme,3
4rp5_1,4rp5,7.4
1y3h_1,1y3h,7.7
4zv0_1,4zv0,52.6
1s3g_1,1s3g,1.6
3bf6_1,3bf6,52.6
4k81_1,4k81,0
4k81_2,4k81,0
4k81_4,4k81,0
4k81_3,4k81,0
3l9j_1,3l9j,52.6
1bq8_1,1bq8,1.6
1jrt_1,1jrt,1.6
5czb_1,5czb,1.6
5czb_2,5czb,1.6
4tkd_1,4tkd,98.1
4rts_1,4rts,19.4
1c6g_1,1c6g,1.6
1ddi_1,1ddi,1.6
1y5i_2,1y5i,10.6
1y5i_1,1y5i,40.5
5d2e_1,5d2e,1.6
4bxx_1,4bxx,7.6
1ksh_1,1ksh,2.3
4j2c_1,4j2c,1.6
4j2c_2,4j2c,1.6
3bue_1,3bue,7.7
3bue_3,3bue,98.1
3bue_2,3bue,98.1
3v0a_1,3v0a,NA
1ox0_1,1ox0,3.5
2b7j_1,2b7j,12.3
2b7j_4,2b7j,12.3
2b7j_3,2b7j,12.3
2b7j_2,2b7j,12.3
1kgt_1,1kgt,3
1cp0_1,1cp0,1.6
1tpx_1,1tpx,NA
2pd8_1,2pd8,12.3
2pd8_2,2pd8,12.3
5fdl_1,5fdl,4.8
4xat_1,4xat,1.6
3w7r_1,3w7r,1.6
2o20_1,2o20,3.5
2o20_4,2o20,3.5
2o20_3,2o20,3.5
2o20_2,2o20,3.5
4p8r_1,4p8r,3
4mi7_1,4mi7,2.8
1yia_1,1yia,3.5
1yia_2,1yia,3.5
4fsu_1,4fsu,1.6
2fiv_1,2fiv,10.5
1nuo_1,1nuo,1.6
4dp5_1,4dp5,1.6
3dei_3,3dei,93.7
3dei_2,3dei,15.4
3dei_1,3dei,15.4
2hft_1,2hft,10.5
4kvq_1,4kvq,1.6
2fg4_1,2fg4,3
3pk8_1,3pk8,3
1lf7_1,1lf7,1.6
4abt_1,4abt,24
4f9o_1,4f9o,1.6
4f9o_2,4f9o,1.6
5fhm_1,5fhm,14.3
2g5i_1,2g5i,0
4rfa_1,4rfa,7.4
4l08_1,4l08,43.2
4l08_2,4l08,43.2
4l08_3,4l08,43.2
4l08_4,4l08,43.2
1rwl_1,1rwl,1.6
2an6_1,2an6,7.4
2an6_2,2an6,7.4
5fnp_2,5fnp,44.5
5fnp_1,5fnp,44.5
5ct4_1,5ct4,1.6
5ct4_2,5ct4,1.6
3lc5_1,3lc5,2.3
2gl2_1,2gl2,2.8
2gl2_2,2gl2,2.8
2ql6_12,2ql6,19.4
2ql6_4,2ql6,19.4
2ql6_11,2ql6,19.4
2ql6_6,2ql6,19.4
2ql6_7,2ql6,19.4
2ql6_2,2ql6,19.4
2ql6_16,2ql6,19.4
2ql6_10,2ql6,19.4
2ql6_9,2ql6,19.4
2ql6_14,2ql6,19.4
2ql6_13,2ql6,19.4
2ql6_3,2ql6,19.4
2ql6_8,2ql6,19.4
2ql6_15,2ql6,19.4
2ql6_5,2ql6,19.4
2ql6_1,2ql6,19.4
3jva_1,3jva,7.7
2i3r_2,2i3r,1.6
2i3r_1,2i3r,1.6
3q3e_1,3q3e,74.9
3q3e_2,3q3e,74.9
5a48_1,5a48,43.2
1e15_1,1.00E+15,10.5
1yks_1,1yks,1.6
1ouq_1,1ouq,4.4
4ph6_1,4ph6,3.5
4v0t_1,4v0t,12.3
4v0t_2,4v0t,12.3
3ak5_3,3ak5,1.6
3ak5_4,3ak5,1.6
3ak5_2,3ak5,1.6
3ak5_1,3ak5,1.6
1nrf_1,1nrf,1.6
5ar8_1,5ar8,43.2
2fha_1,2fha,7.7
2ijo_1,2ijo,7.6
3p7l_1,3p7l,43.2
3p7l_2,3p7l,44.5
5ajm_1,5ajm,0
4ja7_1,4ja7,1.6
4ixw_1,4ixw,3
1zzd_1,1zzd,3.5
1ecy_1,1ecy,43.2
4dw1_1,4dw1,3
4krw_1,4krw,7.4
4xu6_1,4xu6,59.1
1t8b_3,1t8b,3.5
1t8b_2,1t8b,94.7
1t8b_1,1t8b,94.7
3w2n_1,3w2n,15.4
2c9d_1,2c9d,7.5
2c9d_2,2c9d,7.5
3o86_2,3o86,12.3
3o86_1,3o86,12.3
1uii_1,1uii,7.4
1o44_1,1o44,1.6
3tnp_1,3tnp,89.1
3tnp_2,3tnp,2.3
3tnp_3,3tnp,2.3
3ve4_1,3ve4,1.6
1m6z_1,1m6z,12.3
1m6z_2,1m6z,12.3
1m6z_3,1m6z,12.3
1m6z_4,1m6z,12.3
1g3j_1,1g3j,2.3
1g3j_2,1g3j,0
2pcs_1,2pcs,2.8
1z10_4,1z10,1.6
1z10_3,1z10,1.6
1z10_2,1z10,1.6
1z10_1,1z10,1.6
2ae7_1,2ae7,12.3
2ae7_3,2ae7,12.3
2ae7_4,2ae7,24
2ae7_2,2ae7,12.3
3ig6_2,3ig6,12.3
3ig6_4,3ig6,70.3
3ig6_3,3ig6,24
3ig6_1,3ig6,12.3
3qkv_1,3qkv,3.5
3hxa_1,3hxa,3
3hxa_2,3hxa,3
3d34_1,3d34,10.5
2xni_1,2xni,10.5
1iac_1,1iac,1.6
1b7v_1,1b7v,1.6
1le2_1,1le2,1.6
2ori_1,2ori,70.3
1dua_1,1dua,1.6
4e8h_2,4e8h,15.4
4e8h_1,4e8h,15.4
4njr_1,4njr,3
2qqz_1,2qqz,3.5
1sed_1,1sed,24
4d94_2,4d94,10.5
4d94_1,4d94,19.4
4eir_1,4eir,25
4eir_3,4eir,7.4
4eir_2,4eir,25
3fro_1,3fro,4.4
2iph_1,2iph,10.5
4xd4_1,4xd4,15.4
4x0g_2,4x0g,NA
4x0g_1,4x0g,NA
2eg1_2,2eg1,NA
2eg1_1,2eg1,3
3tq0_1,3tq0,3.5
4k2i_1,4k2i,3.5
1fyw_1,1fyw,25
1fyw_2,1fyw,7.4
5bmi_1,5bmi,1.6
2is8_1,2is8,3
4ne3_1,4ne3,0
1ofs_1,1ofs,10.6
4wvt_1,4wvt,1.6
4wvt_2,4wvt,1.6
1gyl_1,1gyl,98.1
4cwx_1,4cwx,3.5
3vhg_1,3vhg,1.6
3gvc_2,3gvc,3
3gvc_1,3gvc,3
4ogn_1,4ogn,1.6
1sfr_1,1sfr,12.3
1sfr_5,1sfr,14.3
1sfr_2,1sfr,12.3
1sfr_3,1sfr,12.3
1sfr_4,1sfr,10.5
3nv3_1,3nv3,12.3
3gfx_1,3gfx,7.4
3g6y_1,3g6y,1.6
1ivf_1,1ivf,7.5
2fpf_1,2fpf,NA
2h0e_1,2h0e,7.7
2h0e_2,2h0e,NA
5e2r_1,5e2r,1.6
1eqp_1,1eqp,1.6
1hb2_1,1hb2,2.8
3gyp_1,3gyp,2.8
4edt_1,4edt,1.6
3ov2_2,3ov2,15.4
3ov2_1,3ov2,15.4
1qik_1,1qik,3.5
4wxv_2,4wxv,4.8
4wxv_1,4wxv,4.8
4df0_1,4df0,3.5
1yvr_1,1yvr,1.6
3dlh_1,3dlh,44.5
3dlh_2,3dlh,44.5
3p19_1,3p19,3
3p19_2,3p19,91.5
3p19_3,3p19,91.5
1sz8_1,1sz8,1.6
2yvh_1,2yvh,NA
3ziz_1,3ziz,1.6
4o1u_1,4o1u,3.5
4lzs_1,4lzs,1.6
4m5e_1,4m5e,2.8
3eah_1,3eah,3.5
1cea_1,1cea,1.6
1cea_2,1cea,1.6
3guc_1,3guc,15.4
4bez_1,4bez,10.5
1rs7_1,1rs7,3.5
2haf_1,2haf,12.3
1vkn_1,1vkn,3
1h2h_1,1h2h,3.5
1u0s_1,1u0s,4.5
